customerID,complaint,complaint_number,complaint_clean,keyword,Service Quality,Inconsistent Internet Speed,No Proactive Support,Overcharging,Not Communicated Extra Charges
4612-THJBS,"I was promised better support for my internet service when I signed up for the one-year contract, but whenever I reach out, there is little to no help available with technical issues.",2,"i was promised better support for my internet service when i signed up for the one-year contract, but whenever i reach out, there is little to no help available with technical issues.",No Proactive Support,0,0,1,0,0
4612-THJBS,"The monthly charges are way too high for the level of service I am receiving, especially considering the recurring problems with streaming and lack of tech support.",3,"the monthly charges are way too high for the level of service i am receiving, especially considering the recurring problems with streaming and lack of tech support.",Overcharging,0,0,0,1,0
0880-TKATG,"The streaming services I signed up for frequently buffer or fail to load, especially during peak hours. This has made it very frustrating to watch TV or movies with my family. I expected better quality given the high monthly charges.",1,"the streaming services i signed up for frequently buffer or fail to load, especially during peak hours. this has made it very frustrating to watch tv or movies with my family. i expected better quality given the high monthly charges.",Overcharging,0,0,0,1,0
2514-GINMM,"The streaming TV service constantly buffers and makes it impossible to watch anything without interruptions. Considering how much I'm paying monthly, this is unacceptable.",1,"the streaming tv service constantly buffers and makes it impossible to watch anything without interruptions. considering how much i'm paying monthly, this is unacceptable.",Not Communicated Extra Charges,0,0,0,0,1
7401-JIXNM,The monthly charges for my services are too high compared to what similar providers offer. I would like to understand why I’m being charged so much and if there are any options to lower my bill.,1,the monthly charges for my services are too high compared to what similar providers offer. i would like to understand why i’m being charged so much and if there are any options to lower my bill.,Invalid,0,0,0,0,0
4188-PCPIG,"The streaming TV service frequently buffers and disrupts my viewing experience, even though I have been a loyal customer for almost five years. I expect a resolution to this issue, as it is affecting the quality of the service I am paying for.",1,"the streaming tv service frequently buffers and disrupts my viewing experience, even though i have been a loyal customer for almost five years. i expect a resolution to this issue, as it is affecting the quality of the service i am paying for.",Service Quality,1,0,0,0,0
4077-HWUYD,"The streaming services, both TV and movies, often lag or buffer despite having a stable internet connection. This makes it difficult to enjoy the content.",1,"the streaming services, both tv and movies, often lag or buffer despite having a stable internet connection. this makes it difficult to enjoy the content.",Invalid,0,0,0,0,0
4077-HWUYD,"I tried reaching out to tech support regarding the streaming issues, but the response time was very slow, and the problem remains unresolved.",2,"i tried reaching out to tech support regarding the streaming issues, but the response time was very slow, and the problem remains unresolved.",Overcharging,0,0,0,1,0
4077-HWUYD,"For the amount I am paying monthly, I expect seamless service across all platforms. The recurring issues with streaming and lack of effective resolution are unacceptable.",3,"for the amount i am paying monthly, i expect seamless service across all platforms. the recurring issues with streaming and lack of effective resolution are unacceptable.",No Proactive Support,0,0,1,0,0
5066-GFJMM,"The phone service has frequent call drops and poor audio quality, making it difficult to hold conversations.",1,"the phone service has frequent call drops and poor audio quality, making it difficult to hold conversations.",Not Communicated Extra Charges,0,0,0,0,1
5066-GFJMM,I am unhappy with the lack of internet service options available to me. It feels like there should be more choices for customers.,2,i am unhappy with the lack of internet service options available to me. it feels like there should be more choices for customers.,No Proactive Support,0,0,1,0,0
5066-GFJMM,"The monthly charges for just phone service seem high, especially when I am not utilizing any internet or additional features.",3,"the monthly charges for just phone service seem high, especially when i am not utilizing any internet or additional features.",Overcharging,0,0,0,1,0
0897-FEGMU,"The streaming services for TV and movies are constantly buffering and the quality drops frequently, making it impossible to enjoy them.",1,"the streaming services for tv and movies are constantly buffering and the quality drops frequently, making it impossible to enjoy them.",Service Quality,1,0,0,0,0
0897-FEGMU,"I noticed my internet speeds are much slower than what was advertised for fiber optic service, and it’s frustrating to pay so much for unreliable connectivity.",2,"i noticed my internet speeds are much slower than what was advertised for fiber optic service, and it’s frustrating to pay so much for unreliable connectivity.",Inconsistent Internet Speed,0,1,0,0,0
0897-FEGMU,"I tried reaching out to customer support about these issues, but there was no helpful resolution and they seemed dismissive of my concerns.",3,"i tried reaching out to customer support about these issues, but there was no helpful resolution and they seemed dismissive of my concerns.",No Proactive Support,0,0,1,0,0
0897-FEGMU,"The monthly charges are extremely high for the level of service I’m receiving, and I feel that I’m not getting my money’s worth.",4,"the monthly charges are extremely high for the level of service i’m receiving, and i feel that i’m not getting my money’s worth.",Invalid,0,0,0,0,0
0947-MUGVO,"The internet service has been extremely unreliable, with frequent interruptions and slow speeds, making it difficult to complete daily tasks. Despite being a loyal customer for over a year, this issue has not been resolved.",1,"the internet service has been extremely unreliable, with frequent interruptions and slow speeds, making it difficult to complete daily tasks. despite being a loyal customer for over a year, this issue has not been resolved.",Service Quality,1,0,0,0,0
0947-MUGVO,"Customer support has been unhelpful in addressing my concerns about internet reliability. Each time I call, I am either put on hold for a long time or told the issue will be fixed, but nothing changes.",2,"customer support has been unhelpful in addressing my concerns about internet reliability. each time i call, i am either put on hold for a long time or told the issue will be fixed, but nothing changes.",No Proactive Support,0,0,1,0,0
8149-AIQCG,"I am frustrated with the lack of tech support for my fiber optic internet service. Whenever I face connectivity issues, there is no one available to assist me, and I feel like I’m paying a premium without getting adequate support.",1,"i am frustrated with the lack of tech support for my fiber optic internet service. whenever i face connectivity issues, there is no one available to assist me, and i feel like i’m paying a premium without getting adequate support.",Overcharging,0,0,0,1,0
3137-LUPIX,"The streaming TV service frequently buffers and loses quality, making it hard to enjoy watching shows. This has been happening for a while and needs to be resolved.",1,"the streaming tv service frequently buffers and loses quality, making it hard to enjoy watching shows. this has been happening for a while and needs to be resolved.",Service Quality,1,0,0,0,0
3137-LUPIX,"I tried to contact tech support about the streaming issues, but the wait times were extremely long, and I couldn't get the help I needed.",2,"i tried to contact tech support about the streaming issues, but the wait times were extremely long, and i couldn't get the help i needed.",No Proactive Support,0,0,1,0,0
3137-LUPIX,I also feel that the monthly charges are quite high for the level of service I'm receiving. It's frustrating to pay this much for such recurring problems.,3,i also feel that the monthly charges are quite high for the level of service i'm receiving. it's frustrating to pay this much for such recurring problems.,Overcharging,0,0,0,1,0
8972-HJWNV,"The streaming movies service frequently buffers or crashes, making it impossible to watch anything without interruptions. This has been an ongoing issue that hasn’t been resolved despite my complaints.",1,"the streaming movies service frequently buffers or crashes, making it impossible to watch anything without interruptions. this has been an ongoing issue that hasn’t been resolved despite my complaints.",Inconsistent Internet Speed,0,1,0,0,0
8972-HJWNV,"My monthly bill is too high for the limited services I receive, especially since I don't have online security, backup, or tech support included. I feel the pricing is unfair.",2,"my monthly bill is too high for the limited services i receive, especially since i don't have online security, backup, or tech support included. i feel the pricing is unfair.",Not Communicated Extra Charges,0,0,0,0,1
8972-HJWNV,"The customer support team has not been helpful in addressing my concerns. Every time I reach out, I am either put on hold for an extended period or given vague responses with no follow-up.",3,"the customer support team has not been helpful in addressing my concerns. every time i reach out, i am either put on hold for an extended period or given vague responses with no follow-up.",No Proactive Support,0,0,1,0,0
2506-TNFCO,"The internet service has been extremely unreliable. I've experienced frequent outages and slow speeds, making it difficult to perform basic online tasks. This is unacceptable, especially given the high monthly charges.",1,"the internet service has been extremely unreliable. i've experienced frequent outages and slow speeds, making it difficult to perform basic online tasks. this is unacceptable, especially given the high monthly charges.",Inconsistent Internet Speed,0,1,0,0,0
2506-TNFCO,"When I reached out to customer support to address the internet issues, I was met with unhelpful responses and no resolution. I am very disappointed with the lack of assistance.",2,"when i reached out to customer support to address the internet issues, i was met with unhelpful responses and no resolution. i am very disappointed with the lack of assistance.",Inconsistent Internet Speed,0,1,0,0,0
8295-KMENE,"The streaming TV service frequently buffers and sometimes fails to load entirely, which makes it difficult to enjoy shows. This has been happening for a while, and I would like it resolved.",1,"the streaming tv service frequently buffers and sometimes fails to load entirely, which makes it difficult to enjoy shows. this has been happening for a while, and i would like it resolved.",No Proactive Support,0,0,1,0,0
8295-KMENE,"Despite having tech support included in my plan, it often takes too long to get assistance when I encounter issues. The wait times are frustrating.",2,"despite having tech support included in my plan, it often takes too long to get assistance when i encounter issues. the wait times are frustrating.",Not Communicated Extra Charges,0,0,0,0,1
8295-KMENE,"I'm paying a considerable amount monthly, but I feel like the internet speeds and overall service quality do not match the cost. I would like to know if there are any improvements or adjustments available.",3,"i'm paying a considerable amount monthly, but i feel like the internet speeds and overall service quality do not match the cost. i would like to know if there are any improvements or adjustments available.",Inconsistent Internet Speed,0,1,0,0,0
1137-DGOWI,"The streaming movies service frequently buffers and disrupts my viewing experience, even though I pay a premium for reliable internet and added services.",1,"the streaming movies service frequently buffers and disrupts my viewing experience, even though i pay a premium for reliable internet and added services.",No Proactive Support,0,0,1,0,0
1137-DGOWI,"Despite having tech support included, it takes an unreasonably long time to get a response when I need assistance with my internet issues.",2,"despite having tech support included, it takes an unreasonably long time to get a response when i need assistance with my internet issues.",Service Quality,1,0,0,0,0
5696-EXCYS,"I'm dissatisfied with the lack of internet service options. As a customer, I expect more comprehensive service offerings, including internet access, to meet my needs.",1,"i'm dissatisfied with the lack of internet service options. as a customer, i expect more comprehensive service offerings, including internet access, to meet my needs.",Service Quality,1,0,0,0,0
5696-EXCYS,The pricing for my current plan seems high for the limited services I receive. I would like a review of my account to ensure fair pricing.,2,the pricing for my current plan seems high for the limited services i receive. i would like a review of my account to ensure fair pricing.,Overcharging,0,0,0,1,0
5524-KHNJP,"The streaming services have been buffering constantly, making it impossible to watch TV or movies without interruptions. This has been happening for weeks, and I need this resolved immediately.",1,"the streaming services have been buffering constantly, making it impossible to watch tv or movies without interruptions. this has been happening for weeks, and i need this resolved immediately.",Inconsistent Internet Speed,0,1,0,0,0
5524-KHNJP,"Despite paying for tech support, I have not been able to get assistance when I call customer service. The wait times are too long, and no one has followed up on my complaints.",2,"despite paying for tech support, i have not been able to get assistance when i call customer service. the wait times are too long, and no one has followed up on my complaints.",No Proactive Support,0,0,1,0,0
0285-INHLN,"The internet speed has been inconsistent for the past few weeks, making it difficult to complete important tasks for my household. I would like this issue to be resolved promptly.",1,"the internet speed has been inconsistent for the past few weeks, making it difficult to complete important tasks for my household. i would like this issue to be resolved promptly.",Inconsistent Internet Speed,0,1,0,0,0
8937-RDTHP,The streaming movies service constantly buffers and is unwatchable despite having fiber optic internet. I expected better performance from such a high-cost plan.,1,the streaming movies service constantly buffers and is unwatchable despite having fiber optic internet. i expected better performance from such a high-cost plan.,Inconsistent Internet Speed,0,1,0,0,0
7797-EJMDP,"The streaming movies service frequently buffers or fails to load properly, even though I have tech support and online security enabled. This has been very frustrating, especially since I'm paying for a reliable connection.",1,"the streaming movies service frequently buffers or fails to load properly, even though i have tech support and online security enabled. this has been very frustrating, especially since i'm paying for a reliable connection.",Service Quality,1,0,0,0,0
5494-WOZRZ,"The streaming services I am paying for are often buffering or not loading properly, which disrupts my experience. I expect better quality given the price I’m paying.",1,"the streaming services i am paying for are often buffering or not loading properly, which disrupts my experience. i expect better quality given the price i’m paying.",Service Quality,1,0,0,0,0
5494-WOZRZ,"Despite having tech support included in my plan, it takes too long to get assistance when I face issues. Your response times need to improve.",2,"despite having tech support included in my plan, it takes too long to get assistance when i face issues. your response times need to improve.",Service Quality,1,0,0,0,0
5494-WOZRZ,"The monthly charges keep increasing, and I feel like I’m not being informed properly about these changes. I would like a clear explanation of the price hikes.",3,"the monthly charges keep increasing, and i feel like i’m not being informed properly about these changes. i would like a clear explanation of the price hikes.",Service Quality,1,0,0,0,0
1501-SGHBW,"The internet speed has been extremely slow, making it difficult to perform basic tasks online. Despite being a new customer, I feel like the service quality is not worth the cost.",1,"the internet speed has been extremely slow, making it difficult to perform basic tasks online. despite being a new customer, i feel like the service quality is not worth the cost.",Invalid,0,0,0,0,0
0807-ZABDG,"The internet service has been extremely slow and inconsistent, making it difficult to complete tasks like online schoolwork for my dependents. Despite having tech support included, the issue hasn't been resolved.",1,"the internet service has been extremely slow and inconsistent, making it difficult to complete tasks like online schoolwork for my dependents. despite having tech support included, the issue hasn't been resolved.",Inconsistent Internet Speed,0,1,0,0,0
0807-ZABDG,"I canceled my service because of the poor quality, but I was still charged for the following month, even though I no longer have access to the services. I need a refund immediately.",2,"i canceled my service because of the poor quality, but i was still charged for the following month, even though i no longer have access to the services. i need a refund immediately.",Service Quality,1,0,0,0,0
7279-BUYWN,"The internet service has been consistently unreliable, with frequent breakdowns and slow speeds, despite paying a premium for fiber optic.",1,"the internet service has been consistently unreliable, with frequent breakdowns and slow speeds, despite paying a premium for fiber optic.",Inconsistent Internet Speed,0,1,0,0,0
7279-BUYWN,"The streaming services often buffer or fail to load altogether, which is frustrating given the high monthly charges.",2,"the streaming services often buffer or fail to load altogether, which is frustrating given the high monthly charges.",Inconsistent Internet Speed,0,1,0,0,0
7279-BUYWN,"I have contacted customer support multiple times about the internet and streaming issues, but no resolution has been provided.",3,"i have contacted customer support multiple times about the internet and streaming issues, but no resolution has been provided.",Service Quality,1,0,0,0,0
7279-BUYWN,The lack of tech support as part of my plan makes it difficult to troubleshoot the recurring problems on my own.,4,the lack of tech support as part of my plan makes it difficult to troubleshoot the recurring problems on my own.,No Proactive Support,0,0,1,0,0
7279-BUYWN,"The billing process is confusing, and I feel the charges for the services I receive are not justified given the poor quality of service.",5,"the billing process is confusing, and i feel the charges for the services i receive are not justified given the poor quality of service.",Overcharging,0,0,0,1,0
7780-OTDSO,"The internet service has been extremely unreliable, with constant disruptions while streaming TV and movies. Despite having Fiber optic, the quality and consistency are unacceptable, and no resolution has been provided.",1,"the internet service has been extremely unreliable, with constant disruptions while streaming tv and movies. despite having fiber optic, the quality and consistency are unacceptable, and no resolution has been provided.",Invalid,0,0,0,0,0
5649-VUKMC,"The streaming services I signed up for, including TV and movies, often buffer or fail to load altogether. This has been a recurring problem, and it’s frustrating given the high monthly charges I’m paying.",1,"the streaming services i signed up for, including tv and movies, often buffer or fail to load altogether. this has been a recurring problem, and it’s frustrating given the high monthly charges i’m paying.",Invalid,0,0,0,0,0
5649-VUKMC,"When I reached out to customer support for help with my streaming issues, I was told there was no tech support available for my account. This lack of assistance is unacceptable, especially for a long-term customer.",2,"when i reached out to customer support for help with my streaming issues, i was told there was no tech support available for my account. this lack of assistance is unacceptable, especially for a long-term customer.",Invalid,0,0,0,0,0
5930-GBIWP,"The streaming movies service has frequent buffering issues, even though I pay for a reliable connection. It's frustrating when I can't enjoy a smooth viewing experience.",1,"the streaming movies service has frequent buffering issues, even though i pay for a reliable connection. it's frustrating when i can't enjoy a smooth viewing experience.",Service Quality,1,0,0,0,0
5930-GBIWP,"I have been a loyal customer for years, but I haven't seen any loyalty rewards or discounts for my long-term commitment. This feels unfair.",2,"i have been a loyal customer for years, but i haven't seen any loyalty rewards or discounts for my long-term commitment. this feels unfair.",Not Communicated Extra Charges,0,0,0,0,1
5930-GBIWP,"The customer support response times are too slow. When I reached out about the streaming issue, it took days to get a reply, which is unacceptable.",3,"the customer support response times are too slow. when i reached out about the streaming issue, it took days to get a reply, which is unacceptable.",Service Quality,1,0,0,0,0
1982-FEBTD,"I am dissatisfied with the lack of internet service options available to me. Despite being a long-term customer, I feel limited in what I can access, and I would like to know if you plan to expand your offerings to include internet services.",1,"i am dissatisfied with the lack of internet service options available to me. despite being a long-term customer, i feel limited in what i can access, and i would like to know if you plan to expand your offerings to include internet services.",Service Quality,1,0,0,0,0
6298-QDFNH,"The internet service has been consistently unreliable, with frequent slowdowns and outages despite paying a premium for fiber optic. This has been incredibly frustrating, and attempts to resolve the issue through customer service have not yielded any improvements.",1,"the internet service has been consistently unreliable, with frequent slowdowns and outages despite paying a premium for fiber optic. this has been incredibly frustrating, and attempts to resolve the issue through customer service have not yielded any improvements.",Inconsistent Internet Speed,0,1,0,0,0
3522-CDKHF,"The internet service has been inconsistent lately, with frequent slowdowns during peak hours. Despite having Fiber optic, I am not getting the speed I was promised, which is very frustrating.",1,"the internet service has been inconsistent lately, with frequent slowdowns during peak hours. despite having fiber optic, i am not getting the speed i was promised, which is very frustrating.",Inconsistent Internet Speed,0,1,0,0,0
9317-WZPGV,"The streaming movies service has constant buffering issues, making it impossible to watch anything properly. Despite paying a high monthly charge, the service quality is unacceptable and needs immediate attention.",1,"the streaming movies service has constant buffering issues, making it impossible to watch anything properly. despite paying a high monthly charge, the service quality is unacceptable and needs immediate attention.",Inconsistent Internet Speed,0,1,0,0,0
0654-HMSHN,"The internet service has been consistently unreliable, with frequent outages and slow speeds, especially during peak hours. This has been a major inconvenience for my family.",1,"the internet service has been consistently unreliable, with frequent outages and slow speeds, especially during peak hours. this has been a major inconvenience for my family.",Inconsistent Internet Speed,0,1,0,0,0
0654-HMSHN,"The streaming services I am paying for often buffer or fail to load, even though I have fiber optic internet. This is unacceptable given how much I am being charged.",2,"the streaming services i am paying for often buffer or fail to load, even though i have fiber optic internet. this is unacceptable given how much i am being charged.",Inconsistent Internet Speed,0,1,0,0,0
0654-HMSHN,"I contacted customer support about these issues, but they were unhelpful and failed to provide any resolution. Their lack of support is frustrating.",3,"i contacted customer support about these issues, but they were unhelpful and failed to provide any resolution. their lack of support is frustrating.",No Proactive Support,0,0,1,0,0
0654-HMSHN,"The monthly charges are excessively high, and I feel like I am not getting the value I was promised for the services provided.",4,"the monthly charges are excessively high, and i feel like i am not getting the value i was promised for the services provided.",Service Quality,1,0,0,0,0
0654-HMSHN,"Despite my repeated complaints, no action has been taken to resolve my issues, which has ultimately led to my decision to discontinue the service.",5,"despite my repeated complaints, no action has been taken to resolve my issues, which has ultimately led to my decision to discontinue the service.",No Proactive Support,0,0,1,0,0
7465-ZZRVX,"The internet service has been extremely slow, especially during peak hours, making it difficult to perform basic tasks like browsing or streaming.",1,"the internet service has been extremely slow, especially during peak hours, making it difficult to perform basic tasks like browsing or streaming.",Inconsistent Internet Speed,0,1,0,0,0
7465-ZZRVX,"I was told fiber optic internet would provide faster speeds, but the performance is far below expectations.",2,"i was told fiber optic internet would provide faster speeds, but the performance is far below expectations.",Service Quality,1,0,0,0,0
7465-ZZRVX,"When I tried to contact customer support about the slow internet, I was left on hold for an unreasonable amount of time without a resolution.",3,"when i tried to contact customer support about the slow internet, i was left on hold for an unreasonable amount of time without a resolution.",No Proactive Support,0,0,1,0,0
7465-ZZRVX,"The monthly charges seem too high for the level of service I am receiving, and I feel I am not getting good value for the money.",4,"the monthly charges seem too high for the level of service i am receiving, and i feel i am not getting good value for the money.",Overcharging,0,0,0,1,0
7562-GSUHK,"The internet service has been extremely unreliable, with frequent outages and slow speeds, making it difficult to stream movies or work online.",1,"the internet service has been extremely unreliable, with frequent outages and slow speeds, making it difficult to stream movies or work online.",Inconsistent Internet Speed,0,1,0,0,0
7562-GSUHK,"I tried reaching out to your tech support for assistance, but since I do not have the tech support service, I was unable to get any help. This is very frustrating.",2,"i tried reaching out to your tech support for assistance, but since i do not have the tech support service, i was unable to get any help. this is very frustrating.",No Proactive Support,0,0,1,0,0
7562-GSUHK,"Despite my loyalty over the past 16 months, my monthly charges keep increasing without any noticeable improvement in service quality. I feel overcharged for the poor service provided.",3,"despite my loyalty over the past 16 months, my monthly charges keep increasing without any noticeable improvement in service quality. i feel overcharged for the poor service provided.",Overcharging,0,0,0,1,0
1217-VASWC,"The streaming TV service frequently buffers and disrupts my viewing experience, which is unacceptable given the high monthly charges I am paying.",1,"the streaming tv service frequently buffers and disrupts my viewing experience, which is unacceptable given the high monthly charges i am paying.",Service Quality,1,0,0,0,0
1217-VASWC,"I have been experiencing intermittent issues with the fiber-optic internet speed, and it often doesn't perform as advertised.",2,"i have been experiencing intermittent issues with the fiber-optic internet speed, and it often doesn't perform as advertised.",Inconsistent Internet Speed,0,1,0,0,0
1217-VASWC,"I contacted customer support about the internet issues, but I was told that tech support is not included in my plan. I find this frustrating given my long tenure as a customer.",3,"i contacted customer support about the internet issues, but i was told that tech support is not included in my plan. i find this frustrating given my long tenure as a customer.",No Proactive Support,0,0,1,0,0
1217-VASWC,"Despite multiple requests, I haven't received any updates or resolution timelines for the internet and streaming issues. This lack of communication is very disappointing.",4,"despite multiple requests, i haven't received any updates or resolution timelines for the internet and streaming issues. this lack of communication is very disappointing.",Not Communicated Extra Charges,0,0,0,0,1
0114-RSRRW,"I've been experiencing frequent call drops with my phone service, which is frustrating as I rely on it for important communication.",1,"i've been experiencing frequent call drops with my phone service, which is frustrating as i rely on it for important communication.",No Proactive Support,0,0,1,0,0
0114-RSRRW,"The call quality is often poor, with crackling noises and disruptions making conversations difficult.",2,"the call quality is often poor, with crackling noises and disruptions making conversations difficult.",Invalid,0,0,0,0,0
0114-RSRRW,"I attempted to reach customer support about the call issues, but the wait times were excessively long, and I couldn't get through to an agent.",3,"i attempted to reach customer support about the call issues, but the wait times were excessively long, and i couldn't get through to an agent.",Service Quality,1,0,0,0,0
0114-RSRRW,"Despite these ongoing problems with the phone service, my monthly charges remain the same without any compensation or resolution.",4,"despite these ongoing problems with the phone service, my monthly charges remain the same without any compensation or resolution.",No Proactive Support,0,0,1,0,0
7356-IWLFW,"The internet speed is consistently slower than what was promised with the fiber optic service. This has been particularly disruptive for my family, as we rely on stable internet for work and school-related activities. Please address this issue promptly.",1,"the internet speed is consistently slower than what was promised with the fiber optic service. this has been particularly disruptive for my family, as we rely on stable internet for work and school-related activities. please address this issue promptly.",Service Quality,1,0,0,0,0
8625-AZYZY,"The internet speed has been consistently slow despite having fiber optic service, which I am paying a premium for. It makes streaming TV and movies frustrating due to constant buffering.",1,"the internet speed has been consistently slow despite having fiber optic service, which i am paying a premium for. it makes streaming tv and movies frustrating due to constant buffering.",Inconsistent Internet Speed,0,1,0,0,0
8625-AZYZY,"I contacted customer support about the slow internet issue, but the response was unhelpful, and no resolution has been provided so far.",2,"i contacted customer support about the slow internet issue, but the response was unhelpful, and no resolution has been provided so far.",Inconsistent Internet Speed,0,1,0,0,0
8625-AZYZY,"The monthly charges are extremely high, and I don't feel like I'm getting the value for the services provided, especially considering the performance issues.",3,"the monthly charges are extremely high, and i don't feel like i'm getting the value for the services provided, especially considering the performance issues.",Not Communicated Extra Charges,0,0,0,0,1
8625-AZYZY,The lack of tech support as part of my plan has made it difficult for me to resolve ongoing service issues. I believe this should be included in a package that costs this much.,4,the lack of tech support as part of my plan has made it difficult for me to resolve ongoing service issues. i believe this should be included in a package that costs this much.,No Proactive Support,0,0,1,0,0
0156-FVPTA,"The internet speed has been consistently below what was promised in my plan. Despite having DSL service with online security and tech support, the connection is still slow, and I haven't received adequate assistance to resolve this issue.",1,"the internet speed has been consistently below what was promised in my plan. despite having dsl service with online security and tech support, the connection is still slow, and i haven't received adequate assistance to resolve this issue.",Invalid,0,0,0,0,0
0156-FVPTA,"I am frustrated with the increasing monthly charges without any improvement in service quality. As a loyal customer for 22 months, I expected better support and transparency about the pricing.",2,"i am frustrated with the increasing monthly charges without any improvement in service quality. as a loyal customer for 22 months, i expected better support and transparency about the pricing.",No Proactive Support,0,0,1,0,0
8752-STIVR,"The streaming TV service frequently buffers and interrupts my viewing experience, even though I have fiber optic internet. This is very frustrating and not what I expected.",1,"the streaming tv service frequently buffers and interrupts my viewing experience, even though i have fiber optic internet. this is very frustrating and not what i expected.",Inconsistent Internet Speed,0,1,0,0,0
8752-STIVR,"I reached out to customer support about the streaming issue, but I didn’t receive any helpful solutions. The problem still persists.",2,"i reached out to customer support about the streaming issue, but i didn’t receive any helpful solutions. the problem still persists.",Inconsistent Internet Speed,0,1,0,0,0
8752-STIVR,"The monthly charges for my plan seem quite high, especially considering I don’t have additional services like online security or device protection. I feel like I’m not getting value for my money.",3,"the monthly charges for my plan seem quite high, especially considering i don’t have additional services like online security or device protection. i feel like i’m not getting value for my money.",Invalid,0,0,0,0,0
8752-STIVR,I’m unhappy with the lack of tech support assistance and the overall service quality. This has made me reconsider continuing with your company.,4,i’m unhappy with the lack of tech support assistance and the overall service quality. this has made me reconsider continuing with your company.,No Proactive Support,0,0,1,0,0
5527-ACHSO,"The streaming services for both TV and movies frequently buffer or stop working altogether, which makes it impossible to watch anything without constant interruptions.",1,"the streaming services for both tv and movies frequently buffer or stop working altogether, which makes it impossible to watch anything without constant interruptions.",Service Quality,1,0,0,0,0
5527-ACHSO,"The internet speed is much slower than what was promised when I signed up, and it often affects my ability to use online services effectively.",2,"the internet speed is much slower than what was promised when i signed up, and it often affects my ability to use online services effectively.",Inconsistent Internet Speed,0,1,0,0,0
5527-ACHSO,"I reached out to tech support about the streaming issues, but the response was slow, and the issue still hasn't been resolved.",3,"i reached out to tech support about the streaming issues, but the response was slow, and the issue still hasn't been resolved.",Inconsistent Internet Speed,0,1,0,0,0
5527-ACHSO,"For the price I'm paying monthly, I expect better service and reliability; currently, it doesn't feel worth the cost.",4,"for the price i'm paying monthly, i expect better service and reliability; currently, it doesn't feel worth the cost.",No Proactive Support,0,0,1,0,0
1450-GALXR,"The streaming services I’ve been paying for, including both TV and movies, frequently buffer or crash, making it impossible to enjoy the content. Despite paying a high monthly fee, the service quality is extremely disappointing.",1,"the streaming services i’ve been paying for, including both tv and movies, frequently buffer or crash, making it impossible to enjoy the content. despite paying a high monthly fee, the service quality is extremely disappointing.",Not Communicated Extra Charges,0,0,0,0,1
3092-IGHWF,"The internet service has been consistently unreliable despite being fiber optic, and the lack of tech support has made it impossible to resolve the ongoing connectivity issues. This has been very frustrating, especially given the high monthly charges.",1,"the internet service has been consistently unreliable despite being fiber optic, and the lack of tech support has made it impossible to resolve the ongoing connectivity issues. this has been very frustrating, especially given the high monthly charges.",Inconsistent Internet Speed,0,1,0,0,0
1761-AEZZR,"The streaming TV service has been buffering constantly, and the picture quality is terrible. I can't enjoy watching anything, and it's frustrating to pay such a high monthly charge for a service that doesn't work properly.",1,"the streaming tv service has been buffering constantly, and the picture quality is terrible. i can't enjoy watching anything, and it's frustrating to pay such a high monthly charge for a service that doesn't work properly.",Service Quality,1,0,0,0,0
4057-FKCZK,"The streaming TV service frequently buffers and freezes, making it impossible to enjoy watching shows. This has been an ongoing issue despite having fiber optic internet.",1,"the streaming tv service frequently buffers and freezes, making it impossible to enjoy watching shows. this has been an ongoing issue despite having fiber optic internet.",Invalid,0,0,0,0,0
4057-FKCZK,"I have reached out multiple times regarding the lack of tech support services included in my plan, but I haven’t received any helpful assistance or options to resolve this issue.",2,"i have reached out multiple times regarding the lack of tech support services included in my plan, but i haven’t received any helpful assistance or options to resolve this issue.",No Proactive Support,0,0,1,0,0
6096-EGVTU,"The phone service quality has been inconsistent, with frequent call drops and poor reception in my area. This has been an ongoing issue that needs to be addressed.",1,"the phone service quality has been inconsistent, with frequent call drops and poor reception in my area. this has been an ongoing issue that needs to be addressed.",Service Quality,1,0,0,0,0
6096-EGVTU,"Despite having multiple lines, the call clarity is often poor when both lines are in use simultaneously. This makes communication very frustrating.",2,"despite having multiple lines, the call clarity is often poor when both lines are in use simultaneously. this makes communication very frustrating.",Not Communicated Extra Charges,0,0,0,0,1
6096-EGVTU,I'm unhappy with the lack of internet service options. It feels like I'm paying for a very basic plan without the ability to bundle additional services like internet or streaming.,3,i'm unhappy with the lack of internet service options. it feels like i'm paying for a very basic plan without the ability to bundle additional services like internet or streaming.,Service Quality,1,0,0,0,0
6096-EGVTU,"The mailed check payment method is slow and inconvenient. I would prefer more modern payment options, but there seems to be no flexibility in upgrading my account.",4,"the mailed check payment method is slow and inconvenient. i would prefer more modern payment options, but there seems to be no flexibility in upgrading my account.",No Proactive Support,0,0,1,0,0
3714-NTNFO,"The internet service has frequent outages, which is extremely inconvenient given that I'm paying for fiber optic. I expect a reliable connection for the price I'm being charged.",1,"the internet service has frequent outages, which is extremely inconvenient given that i'm paying for fiber optic. i expect a reliable connection for the price i'm being charged.",Overcharging,0,0,0,1,0
3714-NTNFO,"I noticed that there is no tech support available to help me troubleshoot these internet issues. I waited on hold for a long time, and no one was able to assist me.",2,"i noticed that there is no tech support available to help me troubleshoot these internet issues. i waited on hold for a long time, and no one was able to assist me.",No Proactive Support,0,0,1,0,0
